Date of Demolition;Locality;District;Area;Housing Units;People left Homeless;Minors left Homeless;Type Of Sturcture
21/2/18;Beit 'Einun;Hebron;west-bank;2;0;0;Non Resedential
21/2/18;al-Baq'ah (Hebron);Hebron;west-bank;1;0;0;Non Resedential
20/2/18;Jabal al-Baba;al-Quds;west-bank;1;13;10;Residental
14/2/18;al-Haskah;Hebron;west-bank;4;0;0;Residental
12/2/18;Wadi Qana;Salfit;west-bank;1;0;0;Non Resedential
12/2/18;Wadi Qana;Salfit;west-bank;1;0;0;Non Resedential
12/2/18;al-'Arrub R.C.;Hebron;west-bank;1;0;0;Non Resedential
31/1/18;Yatta;Hebron;west-bank;1;4;2;Residental
24/1/18;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Residental
24/1/18;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Non Resedential
24/1/18;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;6;3;Residental
24/1/18;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
24/1/18;al-Jiftlik;Jericho;west-bank;1;0;0;Residental
4/1/18;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
30/12/17;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
27/11/17;Beit 'Einun;Hebron;west-bank;1;0;0;Non Resedential
22/11/17;al-'Ajaj (Id'eis);Tubas;west-bank;1;5;1;Residental
22/11/17;Furush Beit Dajan;Nablus;west-bank;1;9;5;Residental
22/11/17;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
22/11/17;Kh. al-Halawah;Hebron;west-bank;1;0;0;Residental
22/11/17;Rantis;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
22/11/17;Battir;Bethlehem;west-bank;1;0;0;Non Resedential
22/11/17;Battir;Bethlehem;west-bank;1;0;0;Residental
16/11/17;Ni'lin;Ramallah and al-Bira;west-bank;1;8;6;Residental
13/11/17;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
7/11/17;Furush Beit Dajan;Nablus;west-bank;1;0;0;Non Resedential
7/11/17;Khallet al-Fouleh;Jericho;west-bank;1;6;4;Residental
7/11/17;Khallet al-Fouleh;Jericho;west-bank;1;8;4;Residental
7/11/17;Khallet al-Fouleh;Jericho;west-bank;1;4;2;Residental
31/10/17;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
31/10/17;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
31/10/17;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
19/10/17;al-Mufaqarah;Hebron;west-bank;1;0;0;Non Resedential
19/10/17;Kh. al-Halawah;Hebron;west-bank;1;15;8;Residental
19/10/17;Kh. al-Halawah;Hebron;west-bank;1;8;4;Residental
19/10/17;Hizma;al-Quds;west-bank;1;0;0;Residental
17/10/17;al-A'uja;Jericho;west-bank;1;0;0;Residental
17/10/17;al-A'uja;Jericho;west-bank;1;0;0;Residental
17/10/17;al-A'uja;Jericho;west-bank;1;0;0;Non Resedential
16/10/17;Jabal al-Baba;al-Quds;west-bank;1;13;10;Residental
16/10/17;Jabal al-Baba;al-Quds;west-bank;1;2;0;Residental
16/10/17;Jabal al-Baba;al-Quds;west-bank;1;3;1;Residental
16/10/17;Jabal al-Baba;al-Quds;west-bank;1;9;7;Residental
16/10/17;Abu Dis;al-Quds;west-bank;1;3;1;Residental
16/10/17;Abu Dis;al-Quds;west-bank;1;0;0;Non Resedential
16/10/17;Abu Dis;al-Quds;west-bank;1;4;2;Residental
25/9/17;Deir Ballut;Salfit;west-bank;1;0;0;Non Resedential
25/9/17;Beit Ummar;Hebron;west-bank;1;0;0;Non Resedential
18/9/17;a-Za'ayem;al-Quds;west-bank;3;0;0;Residental
13/9/17;'Ein a-Duyuk a-Tahta;Jericho;west-bank;7;0;0;Residental
13/9/17;'Ein a-Duyuk a-Tahta;Jericho;west-bank;1;0;0;Residental
31/8/17;Hizma;al-Quds;west-bank;1;5;3;Residental
22/8/17;Jub a-Dib;Bethlehem;west-bank;1;0;0;Non Resedential
21/8/17;Jabal al-Baba;al-Quds;west-bank;1;0;0;Non Resedential
14/8/17;Khashm a-Daraj;Hebron;west-bank;1;4;0;Residental
14/8/17;Khashm a-Daraj;Hebron;west-bank;1;0;0;Non Resedential
14/8/17;Khashm a-Daraj;Hebron;west-bank;1;5;3;Residental
14/8/17;Khashm a-Daraj;Hebron;west-bank;1;5;2;Residental
24/7/17;Wadi Esneisel;al-Quds;west-bank;1;0;0;Non Resedential
16/7/17;a-Za'ayem;al-Quds;west-bank;2;0;0;Residental
12/7/17;Wadi Abu al-Hindy;al-Quds;west-bank;1;0;0;Residental
12/7/17;Wadi Abu al-Hindy;al-Quds;west-bank;1;0;0;Residental
3/7/17;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
3/7/17;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
1/7/17;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
18/5/17;Zabdah;Jenin;west-bank;1;0;0;Non Resedential
18/5/17;Zabdah;Jenin;west-bank;1;0;0;Non Resedential
9/5/17;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
9/5/17;al-Jiftlik;Jericho;west-bank;1;2;0;Residental
4/5/17;al-Walajah;Bethlehem;west-bank;1;7;5;Residental
4/5/17;al-Walajah;Bethlehem;west-bank;2;0;0;Residental
4/5/17;al-Walajah;Bethlehem;west-bank;1;0;0;Non Resedential
4/5/17;al-Walajah;Bethlehem;west-bank;2;0;0;Non Resedential
25/4/17;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
25/4/17;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
25/4/17;Ni'lin;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
25/4/17;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
19/4/17;Jabal al-Baba;al-Quds;west-bank;1;0;0;Residental
5/4/17;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;8;3;Residental
5/4/17;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
5/4/17;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;4;2;Residental
5/4/17;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
5/4/17;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;1;0;Residental
5/4/17;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
4/4/17;a-Za'ayem;al-Quds;west-bank;2;0;0;Residental
4/4/17;a-Za'ayem;al-Quds;west-bank;8;11;0;Residental
4/4/17;a-Za'ayem;al-Quds;west-bank;4;0;0;Residental
4/4/17;a-Sheikh Sa'ed;al-Quds;west-bank;1;0;0;Residental
28/3/17;Kh. Tall al-Himma;Tubas;west-bank;1;8;0;Residental
27/3/17;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
22/3/17;a-Zbeidat;Jericho;west-bank;1;0;0;Non Resedential
22/3/17;a-Zbeidat;Jericho;west-bank;1;0;0;Non Resedential
22/3/17;a-Zbeidat;Jericho;west-bank;1;0;0;Non Resedential
22/3/17;a-Zbeidat;Jericho;west-bank;1;0;0;Non Resedential
14/3/17;Furush Beit Dajan;Nablus;west-bank;1;0;0;Non Resedential
6/3/17;Hebron;Hebron;west-bank;1;0;0;Residental
23/2/17;Khashm al-Karem;Hebron;west-bank;1;0;0;Non Resedential
20/2/17;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;1;0;Residental
20/2/17;al-Hadidiyah;Tubas;west-bank;1;0;0;Non Resedential
15/2/17;Hizma;al-Quds;west-bank;1;0;0;Non Resedential
15/2/17;Hizma;al-Quds;west-bank;1;0;0;Residental
7/2/17;Kh. a-Ras al-Ahmar;Tubas;west-bank;2;7;5;Residental
7/2/17;Kh. a-Ras al-Ahmar;Tubas;west-bank;7;0;0;Non Resedential
7/2/17;Kardalah;Tubas;west-bank;2;0;0;Non Resedential
26/1/17;al-'Eizariyah;al-Quds;west-bank;1;7;3;Residental
26/1/17;al-'Eizariyah;al-Quds;west-bank;1;4;2;Residental
26/1/17;al-'Eizariyah;al-Quds;west-bank;1;6;4;Residental
26/1/17;al-'Eizariyah;al-Quds;west-bank;2;0;0;Non Resedential
26/1/17;al-'Eizariyah;al-Quds;west-bank;2;10;8;Residental
26/1/17;al-'Eizariyah;al-Quds;west-bank;2;0;0;Non Resedential
26/1/17;al-'Eizariyah;al-Quds;west-bank;1;9;7;Residental
26/1/17;al-'Eizariyah;al-Quds;west-bank;1;7;4;Residental
26/1/17;al-'Eizariyah;al-Quds;west-bank;1;10;8;Residental
23/1/17;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;6;3;Residental
23/1/17;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Non Resedential
23/1/17;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;7;3;Residental
23/1/17;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
18/1/17;Qalandia R.C.;al-Quds;west-bank;1;0;0;Non Resedential
17/1/17;Kh. Twayel;Nablus;west-bank;1;7;0;Residental
17/1/17;Kh. Twayel;Nablus;west-bank;3;0;0;Non Resedential
17/1/17;'Aqraba;Nablus;west-bank;1;0;0;Non Resedential
12/1/17;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
12/1/17;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
11/1/17;Bani Na'im;Hebron;west-bank;1;0;0;Non Resedential
10/1/17;al-Hadidiyah;Tubas;west-bank;1;0;0;Non Resedential
10/1/17;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
5/1/17;Jinsafut;Qalqiliya;west-bank;2;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Residental
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Residental
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;1;0;0;Non Resedential
4/1/17;Tuqu';Bethlehem;west-bank;2;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;1;2;0;Residental
3/1/17;Kh. Tana;Nablus;west-bank;3;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;1;6;4;Residental
3/1/17;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;1;5;2;Residental
3/1/17;Kh. Tana;Nablus;west-bank;1;7;5;Residental
3/1/17;Kh. Tana;Nablus;west-bank;3;8;4;Residental
3/1/17;Kh. Tana;Nablus;west-bank;0;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;1;9;3;Residental
3/1/17;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;2;10;6;Residental
3/1/17;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
3/1/17;Kh. Tana;Nablus;west-bank;1;6;4;Residental
3/1/17;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/1/17;Bir al-Maskub B;al-Quds;west-bank;1;3;2;Residental
2/1/17;Bir al-Maskub A;al-Quds;west-bank;1;6;4;Residental
2/1/17;Bir al-Maskub A;al-Quds;west-bank;1;18;14;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;10;7;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;6;4;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;6;4;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;0;0;Non Resedential
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;4;2;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;13;11;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;9;7;Residental
2/1/17;Wadi Esneisel;al-Quds;west-bank;1;0;0;Non Resedential
29/12/16;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
29/12/16;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
29/12/16;Deir Qadis;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
27/12/16;Idhna;Hebron;west-bank;2;0;0;Non Resedential
18/12/16;Kh. Yarza;Tubas;west-bank;3;0;0;Non Resedential
7/12/16;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
7/12/16;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
6/12/16;Hebron;Hebron;west-bank;1;0;0;Non Resedential
6/12/16;Hebron;Hebron;west-bank;1;0;0;Non Resedential
6/12/16;Fasayil;Jericho;west-bank;1;5;3;Residental
6/12/16;Fasayil;Jericho;west-bank;1;0;0;Residental
6/12/16;Fasayil;Jericho;west-bank;1;0;0;Residental
22/11/16;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
15/11/16;Um al-Kheir;Hebron;west-bank;1;0;0;Non Resedential
15/11/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;2;0;Residental
15/11/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Residental
15/11/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Residental
15/11/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Non Resedential
15/11/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Residental
14/11/16;al-A'uja;Jericho;west-bank;8;0;0;Non Resedential
14/11/16;al-A'uja;Jericho;west-bank;20;0;0;Non Resedential
10/11/16;Qalqiliyah;Qalqiliya;west-bank;2;0;0;Non Resedential
10/11/16;Qalqiliyah;Qalqiliya;west-bank;1;0;0;Non Resedential
9/11/16;al-A'uja;Jericho;west-bank;6;0;0;Non Resedential
9/11/16;al-A'uja;Jericho;west-bank;8;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
9/11/16;Tulkarm;Tulkarm;west-bank;1;0;0;Non Resedential
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;4;2;Residental
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;8;0;Residental
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;0;0;Non Resedential
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;6;4;Residental
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;0;0;Non Resedential
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;1;0;Residental
7/11/16;Kh. Tall al-Himma;Tubas;west-bank;1;6;4;Residental
3/11/16;Beita;Nablus;west-bank;3;23;7;Residental
31/10/16;Kh. a-Deir;Tubas;west-bank;2;10;4;Residental
31/10/16;Kh. a-Deir;Tubas;west-bank;6;0;0;Non Resedential
31/10/16;Kh. a-Deir;Tubas;west-bank;0;0;0;Non Resedential
31/10/16;Kh. a-Deir;Tubas;west-bank;1;2;0;Residental
31/10/16;Kh. a-Deir;Tubas;west-bank;2;0;0;Non Resedential
27/10/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
27/10/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
27/10/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
10/10/16;a-Deirat;Hebron;west-bank;1;0;0;Non Resedential
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;6;4;Residental
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;4;2;Residental
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;3;1;Residental
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;4;2;Residental
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;5;3;Residental
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;5;3;Residental
9/10/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;5;3;Residental
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;2;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;3;10;0;Residental
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;7;5;Residental
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;2;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;2;6;2;Residental
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;7;0;Residental
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;0;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;3;7;0;Residental
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;4;0;0;Non Resedential
9/10/16;Kh. a-Ras al-Ahmar;Tubas;west-bank;1;0;0;Non Resedential
28/9/16;Kh. Susiya;Hebron;west-bank;1;0;0;Non Resedential
28/9/16;Kh.Jurat al-Kheil;Hebron;west-bank;1;0;0;Non Resedential
27/9/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;8;5;Residental
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;4;2;Residental
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;0;0;Non Resedential
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;2;8;0;Residental
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;2;0;0;Non Resedential
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;6;4;Residental
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;2;0;0;Non Resedential
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;1;0;Residental
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;0;0;Non Resedential
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;6;4;Residental
27/9/16;Kh. Tall al-Himma;Tubas;west-bank;1;0;0;Non Resedential
27/9/16;Kh.Jurat al-Kheil;Hebron;west-bank;1;0;0;Non Resedential
27/9/16;Kh.Jurat al-Kheil;Hebron;west-bank;1;0;0;Non Resedential
27/9/16;Kh.Jurat al-Kheil;Hebron;west-bank;1;0;0;Non Resedential
26/9/16;Beit Dajan;Nablus;west-bank;2;0;0;Non Resedential
26/9/16;Beit Dajan;Nablus;west-bank;1;0;0;Non Resedential
8/9/16;Bil'in;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
7/9/16;al-'Aqabah;Tubas;west-bank;2;8;5;Residental
7/9/16;al-'Aqabah;Tubas;west-bank;3;0;0;Non Resedential
7/9/16;al-'Aqabah;Tubas;west-bank;1;2;0;Residental
7/9/16;al-'Aqabah;Tubas;west-bank;1;0;0;Non Resedential
7/9/16;al-'Aqabah;Tubas;west-bank;1;0;0;Non Resedential
29/8/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;9;7;Residental
29/8/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Non Resedential
29/8/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;11;7;Residental
29/8/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Non Resedential
29/8/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;11;5;Residental
29/8/16;Jaba' (Tajammu' Badawi);al-Quds;west-bank;1;0;0;Non Resedential
24/8/16;Um al-Kheir;Hebron;west-bank;1;0;0;Non Resedential
24/8/16;Um al-Kheir;Hebron;west-bank;1;0;0;Residental
24/8/16;Um al-Kheir;Hebron;west-bank;1;0;0;Residental
17/8/16;Beit Ula;Hebron;west-bank;1;0;0;Non Resedential
17/8/16;Qusrah;Nablus;west-bank;1;0;0;Non Resedential
17/8/16;Beit Ula;Hebron;west-bank;1;0;0;Non Resedential
17/8/16;Duma;Nablus;west-bank;1;0;0;Residental
17/8/16;Kh. al-Marajim;Nablus;west-bank;1;0;0;Non Resedential
16/8/16;Kh.Jurat al-Kheil;Hebron;west-bank;1;5;2;Residental
16/8/16;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
11/8/16;Fqeiqis;Hebron;west-bank;1;0;0;Non Resedential
11/8/16;Barta'ah a-Sharqiyah;Jenin;west-bank;2;0;0;Non Resedential
9/8/16;Um al-Kheir;Hebron;west-bank;1;4;2;Residental
9/8/16;Um al-Kheir;Hebron;west-bank;1;3;2;Residental
9/8/16;Um al-Kheir;Hebron;west-bank;1;2;0;Residental
9/8/16;Um al-Kheir;Hebron;west-bank;1;6;4;Residental
9/8/16;Um al-Kheir;Hebron;west-bank;1;0;0;Residental
9/8/16;Jayus;Qalqiliya;west-bank;2;0;0;Non Resedential
9/8/16;Sabastiya;Nablus;west-bank;1;0;0;Non Resedential
9/8/16;Sabastiya;Nablus;west-bank;1;0;0;Non Resedential
8/8/16;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
8/8/16;al-Fawar R.C.;Hebron;west-bank;1;0;0;Non Resedential
8/8/16;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
8/8/16;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
8/8/16;al-Jiftlik;Jericho;west-bank;1;10;7;Residental
8/8/16;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
8/8/16;Fasayil;Jericho;west-bank;2;12;7;Residental
8/8/16;Sabastiya;Nablus;west-bank;1;0;0;Non Resedential
4/8/16;Kh. a-Razim;Hebron;west-bank;1;0;0;Non Resedential
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;1;0;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;9;7;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;5;3;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;8;5;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;12;8;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;1;0;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;3;1;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;14;9;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;15;9;Residental
4/8/16;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;14;11;Residental
4/8/16;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;5;2;Residental
4/8/16;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
4/8/16;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;2;9;0;Residental
4/8/16;Badu a-Mu'arrajat;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
3/8/16;Farsh al-Hawa;Hebron;west-bank;1;0;0;Non Resedential
3/8/16;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
3/8/16;a-Nabi Samwil;Ramallah and al-Bira;west-bank;3;0;0;Non Resedential
25/7/16;Qalandia;al-Quds;west-bank;1;0;0;Residental
25/7/16;Qalandia;al-Quds;west-bank;2;6;4;Residental
25/7/16;Qalandia;al-Quds;west-bank;3;0;0;Residental
25/7/16;Qalandia;al-Quds;west-bank;1;0;0;Residental
25/7/16;Qalandia;al-Quds;west-bank;3;7;2;Residental
25/7/16;Qalandia;al-Quds;west-bank;3;0;0;Residental
25/7/16;Qalandia;al-Quds;west-bank;1;6;3;Residental
25/7/16;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
25/7/16;Qalandia;al-Quds;west-bank;2;0;0;Residental
25/7/16;Qalandia;al-Quds;west-bank;4;0;0;Residental
25/7/16;Qalandia;al-Quds;west-bank;3;8;4;Residental
25/7/16;Qalandia;al-Quds;west-bank;3;14;8;Residental
25/7/16;Qalandia;al-Quds;west-bank;3;12;6;Residental
25/7/16;Qalandia;al-Quds;west-bank;1;0;0;Residental
21/7/16;'Anata;al-Quds;west-bank;1;0;0;Residental
21/7/16;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
21/7/16;'Anata;al-Quds;west-bank;1;10;9;Residental
21/7/16;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
21/7/16;'Anata;al-Quds;west-bank;1;10;5;Residental
21/7/16;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
21/7/16;'Anata;al-Quds;west-bank;1;0;0;Residental
21/7/16;'Anata;al-Quds;west-bank;1;10;7;Residental
19/6/16;a-Deirat;Hebron;west-bank;1;0;0;Non Resedential
19/6/16;Kh. Wadi Ejheish;Hebron;west-bank;1;14;11;Residental
19/6/16;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Non Resedential
19/6/16;Kh. Wadi Ejheish;Hebron;west-bank;1;7;3;Residental
13/6/16;al-Karmel;Hebron;west-bank;1;0;0;Non Resedential
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;0;0;Non Resedential
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;2;0;Residental
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;6;4;Residental
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;7;5;Residental
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;2;0;Residental
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;2;0;Residental
5/6/16;Wadi al-Qalt;Jericho;west-bank;1;6;4;Residental
